# GeoNames-derived (cities1000 via cities.json + all-the-cities feature codes, CC BY 4.0, geonames.org) — CA+US, lat-sorted; col6: 1=primary place, 0=city section/neighbourhood
North Andrews Gardens	Florida	26.19147	-80.14421	US	1
Lauderdale-by-the-Sea	Florida	26.19203	-80.09643	US	1
Pharr	Texas	26.1948	-98.18362	US	1
Heidelberg	Texas	26.19702	-97.88028	US	1
Abram	Texas	26.1998	-98.41113	US	1
Las Palmas II	Texas	26.20171	-97.7376	US	1
Palm Valley	Texas	26.20174	-97.75416	US	1
McAllen	Texas	26.20341	-98.23001	US	1
Palm Aire	Florida	26.20619	-80.19171	US	1
Indian Hills	Texas	26.21285	-97.91639	US	1
Tamarac	Florida	26.21286	-80.24977	US	1
Palmview South	Texas	26.21563	-98.37863	US	1
Mission	Texas	26.21591	-98.32529	US	1
Terra Mar	Florida	26.21619	-80.09532	US	1
North Lauderdale	Florida	26.2173	-80.22588	US	1
North Alamo	Texas	26.2173	-98.1289	US	1
Vineyards	Florida	26.22373	-81.72798	US	1
Perezville	Texas	26.22452	-98.40057	US	1
Primera	Texas	26.22591	-97.75805	US	1
Mila Doce	Texas	26.22618	-97.95889	US	1
Olivarez	Texas	26.22841	-97.99223	US	1
Penitas	Texas	26.23063	-98.44474	US	1
Pelican Bay	Florida	26.2312	-81.80564	US	1
Palmview	Texas	26.23341	-98.37085	US	1
Rio Hondo	Texas	26.23535	-97.58193	US	1
Pompano Beach	Florida	26.23786	-80.12477	US	1
Lopezville	Texas	26.23813	-98.15973	US	1
Margate	Florida	26.24453	-80.20644	US	1
La Joya	Texas	26.24702	-98.48141	US	1
Combes	Texas	26.24869	-97.73388	US	1
La Homa	Texas	26.25007	-98.36363	US	1
Island Walk	Florida	26.25099	-81.71101	US	1
Coconut Creek	Florida	26.25175	-80.17894	US	1
Kendall Green	Florida	26.25397	-80.12393	US	1
Muniz	Texas	26.25646	-98.08945	US	1
Murillo Colonia	Texas	26.25646	-98.11334	US	1
Santa Rosa	Texas	26.25674	-97.825	US	1
Palmhurst	Texas	26.25841	-98.31807	US	1
Naples Park	Florida	26.26175	-81.80925	US	1
Nurillo	Texas	26.26702	-98.1214	US	1
La Grulla	Texas	26.26951	-98.64725	US	1
Coral Springs	Florida	26.27119	-80.2706	US	1
West Sharyland	Texas	26.27257	-98.32863	US	1
Doffing	Texas	26.27452	-98.38585	US	1
Lighthouse Point	Florida	26.27564	-80.08727	US	1
Sullivan City	Texas	26.27757	-98.56363	US	1
Pompano Beach Highlands	Florida	26.28286	-80.10699	US	1
Tedder	Florida	26.28425	-80.12227	US	1
Alton	Texas	26.28729	-98.31335	US	1
La Blanca	Texas	26.29285	-98.03778	US	1
Orangetree	Florida	26.29286	-81.58842	US	1
Elsa	Texas	26.2934	-97.99306	US	1
Edcouch	Texas	26.29396	-97.96056	US	1
Hillsboro Beach	Florida	26.29397	-80.07893	US	1
Alton North (historical)	Texas	26.29535	-98.30446	US	1
San Carlos	Texas	26.29563	-98.07195	US	1
La Villa	Texas	26.29868	-97.92861	US	1
Edinburg	Texas	26.30174	-98.16334	US	1
César Chávez	Texas	26.3034	-98.11529	US	1
Parkland	Florida	26.31008	-80.23727	US	1
Deerfield Beach	Florida	26.31841	-80.09977	US	1
Citrus City	Texas	26.32646	-98.3853	US	1
Boca Pointe	Florida	26.33313	-80.15949	US	1
Ave Maria	Florida	26.33667	-81.43806	US	1
Sandalfoot Cove	Florida	26.33863	-80.1869	US	1
Bonita Springs	Florida	26.33981	-81.7787	US	1
Sebastian	Texas	26.34285	-97.79027	US	1
Boca Del Mar	Florida	26.34508	-80.14671	US	1
Doolittle	Texas	26.35337	-98.11666	US	1
Boca Raton	Florida	26.35869	-80.0831	US	1
Las Lomas	Texas	26.36479	-98.7753	US	1
Monte Alto	Texas	26.37312	-97.97167	US	1
Rio Grande City	Texas	26.37979	-98.8203	US	1
Highland Beach	Florida	26.39952	-80.0656	US	1
Roma-Los Saenz	Texas	26.40506	-99.01586	US	1
Roma	Texas	26.40526	-99.01581	US	1
Escobares	Texas	26.41062	-98.96253	US	1
Lyford	Texas	26.41229	-97.78972	US	1
Immokalee	Florida	26.41869	-81.4173	US	1
Estero	Florida	26.43814	-81.80675	US	1
Kings Point	Florida	26.44535	-80.13977	US	1
Sanibel	Florida	26.44897	-82.02231	US	1
Fort Myers Beach	Florida	26.45271	-81.95011	US	1
Delray Beach	Florida	26.46146	-80.07282	US	1
Villages of Oriole	Florida	26.4623	-80.15282	US	1
Lasara	Texas	26.46479	-97.91111	US	1
San Carlos Park	Florida	26.4673	-81.80147	US	1
Three Oaks	Florida	26.47008	-81.79397	US	1
Raymondville	Texas	26.48146	-97.78305	US	1
Punta Rassa	Florida	26.48786	-82.01231	US	1
Saint James City	Florida	26.49758	-82.07843	US	1
Harlem Heights	Florida	26.51619	-81.92787	US	1
Iona	Florida	26.52036	-81.96398	US	1
Boynton Beach	Florida	26.52535	-80.06643	US	1
Ocean Ridge	Florida	26.52702	-80.04837	US	1
Cypress Lake	Florida	26.53813	-81.89925	US	1
Villas	Florida	26.55035	-81.8687	US	1
Aberdeen	Florida	26.55063	-80.14866	US	1
McGregor	Florida	26.56091	-81.91453	US	1
Cape Coral	Florida	26.56285	-81.94953	US	1
